"total_attention_score","Cause Name","Match_Type","measure_id","measure_name","location_id","location_name","sex_id","sex_name","age_id","age_name","cause_id","metric_id","metric_name","year","DALY","upper","lower"
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",847,1,"Number",2021,372158.43025244,407053.597518869,341251.990508917
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",847,1,"Number",2021,806026.293984136,1096894.34825511,618152.726309063
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",847,1,"Number",2021,4130468.94641597,4890229.15817979,3442681.7939341
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",847,1,"Number",2021,1086350.42396248,1128289.25155484,1013679.94718126
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",847,1,"Number",2021,381099.10527807,505045.642018305,234303.116977513
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",847,1,"Number",2021,959358.712777014,1273314.71998485,721884.700742556
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",847,1,"Number",2021,271121.39780117,289082.28543738,254233.995772163
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",847,1,"Number",2021,23837.4872848245,35999.9363970595,17507.3757824333
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",847,1,"Number",2021,619341.367190549,830678.405948723,460676.707820326
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",847,1,"Number",2021,84833.6956558668,123939.537234268,46094.9208298787
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",847,1,"Number",2021,785872.72694178,901219.136107082,649177.741416337
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",847,1,"Number",2021,4130458.54143969,4890219.17027813,3442676.02266208
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",847,1,"Number",2021,228995.658358861,302119.526182035,133900.930459907
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",847,1,"Number",2021,4126640.24585975,4886250.33027996,3439398.30433626
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",847,1,"Number",2021,4104215.52082762,4864363.26862279,3416340.91174153
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",847,1,"Number",2021,4128687.47970406,4888245.80266003,3441452.52655424
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",847,1,"Number",2021,1032409.16645484,1079433.68256645,965057.327784705
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",847,1,"Number",2021,1194869.05239154,1478134.85069944,950401.355061411
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",847,1,"Number",2021,1134856.2732308,1452944.85563858,823173.795542211
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",847,1,"Number",2021,458240.438924462,482219.362320784,427872.314719524
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",847,1,"Number",2021,311291.706643673,415147.157806223,182874.282880361
64120,"Acute myeloid leukemia","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",847,1,"Number",2021,24117.3065495458,25830.2596531202,22350.6991075734
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",674,1,"Number",2021,2350661.17087642,3252193.62070909,1634352.94900548
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",674,1,"Number",2021,44229741.7889673,61718221.8126025,30540519.798402
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",674,1,"Number",2021,7545482.68667797,10477773.1755055,5210489.34823775
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",674,1,"Number",2021,2739727.48923844,3830426.18421157,1896689.61610553
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",674,1,"Number",2021,2810130.21986219,3925355.39004151,1925897.13414064
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",674,1,"Number",2021,12193461.1507863,16950775.4964624,8469787.428358
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",674,1,"Number",2021,3619105.27033097,5008524.52544898,2511544.6965704
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",674,1,"Number",2021,4514378.83576632,6255961.85906987,3144768.70359755
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",674,1,"Number",2021,4039560.66132951,5692464.57463319,2766711.80718839
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",674,1,"Number",2021,3741501.21109609,5165769.65265455,2601118.41649958
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",674,1,"Number",2021,32275265.2644233,45017012.9162507,22294328.905613
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",674,1,"Number",2021,199591.500120422,281741.478213879,133295.519780094
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",674,1,"Number",2021,44415474.35328,61981593.0558841,30665852.0624136
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",674,1,"Number",2021,44386054.1815603,61939991.604534,30645079.6454219
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",674,1,"Number",2021,44415614.3228976,61981788.3719725,30665946.5451551
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",674,1,"Number",2021,1044435.57018373,1431541.96507357,714517.023900155
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",674,1,"Number",2021,9062358.72079324,12588230.7599502,6320411.57434372
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",674,1,"Number",2021,44402141.5896984,61962965.1956782,30656764.5126443
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",674,1,"Number",2021,7186718.87876981,9938140.16073053,4988006.48853747
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",674,1,"Number",2021,9609338.64524536,13350441.1448669,6661813.07574444
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",674,1,"Number",2021,8464611.89307901,11685452.323389,5882476.00762367
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",674,1,"Number",2021,135525.812389092,188852.064188483,92667.8560078542
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",674,1,"Number",2021,8618462.68309149,11997420.2325598,5972145.69300287
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",674,1,"Number",2021,16952900.9277373,23608041.5748243,11640076.237331
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",674,1,"Number",2021,2812579.46569439,3882546.03626756,1964134.19250467
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",674,1,"Number",2021,15259592.9046949,21280738.7949687,10474745.3798653
45735546,"Age-related and other hearing loss","Identifier",2,"DALYs (Disability-Adjusted Life Years)",64,"High-income",3,"Both",22,"All ages",674,1,"Number",2021,6915060.27452861,9527370.38798094,4803558.30109413
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",137,"North Africa and Middle East",3,"Both",22,"All ages",672,1,"Number",2021,57179.4013255356,79955.3586089978,38432.0399113751
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",479,"WHO region",3,"Both",22,"All ages",672,1,"Number",2021,577054.309286423,796193.087408529,400583.791956231
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94215,"Organization of Islamic Cooperation",3,"Both",22,"All ages",672,1,"Number",2021,121267.345147641,169354.779987117,82808.974552078
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",31,"Central Europe, Eastern Europe, and Central Asia",3,"Both",22,"All ages",672,1,"Number",2021,20002.989458431,27272.8125157234,13608.5064907695
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",103,"Latin America and Caribbean",3,"Both",22,"All ages",672,1,"Number",2021,25953.9513886443,35783.0087741243,17966.8557146586
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44534,"Commonwealth",3,"Both",22,"All ages",672,1,"Number",2021,159364.933404611,221271.502201987,109915.863939003
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",166,"Sub-Saharan Africa",3,"Both",22,"All ages",672,1,"Number",2021,43974.0173801035,61377.2637705268,30129.4795099423
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44587,"African Union",3,"Both",22,"All ages",672,1,"Number",2021,63062.5423413219,88716.4858689346,42824.7231545072
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94216,"Association of Southeast Asian Nations",3,"Both",22,"All ages",672,1,"Number",2021,33446.9575246758,47905.1872172545,22317.7860074696
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44637,"Low SDI",3,"Both",22,"All ages",672,1,"Number",2021,44623.0705553136,61772.4653412204,30566.0617308915
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44586,"G20",3,"Both",22,"All ages",672,1,"Number",2021,415518.646988738,569201.256534325,286370.59600374
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94217,"Gulf Cooperation Council",3,"Both",22,"All ages",672,1,"Number",2021,3786.78680239612,5406.17948741177,2531.59705603499
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44591,"World Bank Income Levels",3,"Both",22,"All ages",672,1,"Number",2021,577640.875700036,797057.197521098,400980.173858297
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44590,"Four World Regions",3,"Both",22,"All ages",672,1,"Number",2021,577527.78418161,796912.316951318,400900.453587288
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",95471,"Health System Grouping Levels",3,"Both",22,"All ages",672,1,"Number",2021,577642.105283485,797058.950597138,400981.046556913
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",94366,"Sahel Region",3,"Both",22,"All ages",672,1,"Number",2021,16043.7724523593,22025.2514973085,11213.6420489393
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",158,"South Asia",3,"Both",22,"All ages",672,1,"Number",2021,113529.149850379,159827.507819214,77766.4329121539
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",478,"World Bank Regions",3,"Both",22,"All ages",672,1,"Number",2021,577511.9255148,796881.119025335,400894.014935751
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44635,"High SDI",3,"Both",22,"All ages",672,1,"Number",2021,95839.3593936146,129959.820775546,65147.8202163322
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44634,"High-middle SDI",3,"Both",22,"All ages",672,1,"Number",2021,147383.369032906,202092.070955107,102642.622413749
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44584,"OECD Countries",3,"Both",22,"All ages",672,1,"Number",2021,145412.98292265,195330.135942471,98199.3407990536
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44642,"Nordic Region",3,"Both",22,"All ages",672,1,"Number",2021,3455.32067373895,4705.94675989261,2345.49598298051
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44636,"Low-middle SDI",3,"Both",22,"All ages",672,1,"Number",2021,101899.131997164,143939.031128839,70143.2724192803
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4,"Southeast Asia, East Asia, and Oceania",3,"Both",22,"All ages",672,1,"Number",2021,189549.365635363,264239.478194959,132663.963059324
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",4743,"European Union",3,"Both",22,"All ages",672,1,"Number",2021,87090.7844001087,118814.567053188,58563.2926017823
15527354,"Age-related macular degeneration","Identifier",2,"DALYs (Disability-Adjusted Life Years)",44639,"Middle SDI",3,"Both",22,"All ages",672,1,"Number",2021,187897.174304488,259066.548237407,129232.792384558
